,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY,AGE
192,Willy Hernangomez,Pelicans,Center-Forward,211,23.0,Spain,1994-05-27,6,35,47.0,846.0,365.0,334.0,50.0,22.0,23.0,2327220,"25 Years, 0 months, 22 days"
193,Tyler Herro,Heat,Guard,196,18.0,USA,2000-01-20,3,13,54.0,1635.0,815.0,268.0,184.0,35.0,17.0,4004280,"30 Years, 6 months, 1 days"
194,Buddy Hield,Pacers,Guard,193,20.0,Bahamas,1992-12-17,6,6,,,,,,,,22477273,"24 Years, 11 months, 21 days"
195,Haywood Highsmith,Heat,Forward,193,20.0,USA,1996-12-09,2,,,,,,,,,85578,"24 Years, 4 months, 20 days"
196,George Hill,Bucks,Guard,193,18.0,USA,1986-05-04,14,26,,,,,,,,4000000,"20 Years, 8 months, 14 days"
199,Aaron Holiday,Hawks,Guard,183,17.0,USA,1996-09-30,4,23,,,,,,,,3980551,"23 Years, 0 months, 9 days"
200,Jrue Holiday,Bucks,Guard,190,19.0,USA,1990-06-12,13,17,59.0,1907.0,1046.0,268.0,357.0,96.0,37.0,30133333,"37 Years, 8 months, 25 days"
201,Justin Holiday,Hawks,Forward-Guard,198,17.0,USA,1989-04-05,9,Undrafted,,,,,,,,6006420,"25 Years, 2 months, 16 days"
202,Richaun Holmes,Kings,Forward,208,22.0,USA,1993-10-15,7,37,61.0,1781.0,869.0,504.0,101.0,39.0,96.0,10384500,"23 Years, 2 months, 22 days"
203,Rodney Hood,Clippers,Guard-Forward,203,20.0,USA,1992-10-20,8,23,,,,,,,,2239544,"26 Years, 6 months, 21 days"
204,Al Horford,Celtics,Center-Forward,206,22.0,Dominican Republic,1986-06-03,15,3,,,,,,,,27000000,"20 Years, 9 months, 6 days"
205,Talen Horton-Tucker,Jazz,Guard,193,22.0,USA,2000-11-25,3,46,,,,,,,,9500000,"22 Years, 11 months, 13 days"
206,Danuel House Jr.,76ers,Forward-Guard,198,20.0,USA,1993-06-07,6,Undrafted,,,,,,,,2045094,"20 Years, 6 months, 14 days"
207,Dwight Howard,Lakers,Center-Forward,208,24.0,USA,1985-12-08,18,1,,,,,,,,2641691,"26 Years, 3 months, 26 days"
209,Kevin Huerter,Kings,Guard-Forward,201,19.0,USA,1998-08-27,4,19,,,,,,,,4253357,"27 Years, 2 months, 25 days"
210,Elijah Hughes,Trail Blazers,Guard,196,20.0,USA,1998-03-10,2,39,,,,,,,,1517981,"23 Years, 11 months, 18 days"
212,De'Andre Hunter,Hawks,Forward-Guard,203,20.0,USA,1997-12-02,3,4,23.0,678.0,344.0,110.0,44.0,19.0,12.0,7775400,"22 Years, 8 months, 16 days"
213,Bones Hyland,Nuggets,Guard,188,16.0,USA,2000-09-14,1,26,,,,,,,,2096880,"26 Years, 4 months, 14 days"
214,Serge Ibaka,Bucks,Forward,208,22.0,Republic of the Congo,1989-09-18,13,24,,,,,,,,9742000,"25 Years, 7 months, 9 days"
215,Andre Iguodala,Warriors,Guard-Forward,198,20.0,USA,1984-01-28,18,9,,,,,,,,2641691,"34 Years, 2 months, 3 days"
216,Joe Ingles,Bucks,Forward-Guard,203,20.0,Australia,1987-10-02,8,Undrafted,,,,,,,,14000000,"31 Years, 1 months, 4 days"
217,Brandon Ingram,Pelicans,Forward,203,18.0,USA,1997-09-02,6,2,61.0,2092.0,1450.0,299.0,296.0,42.0,36.0,29467800,"26 Years, 3 months, 0 days"
218,Kyrie Irving,Nets,Guard,188,18.0,Australia,1992-03-23,11,1,54.0,1886.0,1451.0,257.0,324.0,76.0,37.0,34916200,"23 Years, 6 months, 21 days"
219,Jonathan Isaac,Magic,Forward,208,21.0,USA,1997-10-03,3,6,,,,,,,,17400000,"30 Years, 7 months, 26 days"
220,Frank Jackson,Pistons,Guard,190,19.0,USA,1998-05-04,4,31,40.0,738.0,390.0,86.0,36.0,15.0,1.0,3000000,"23 Years, 1 months, 13 days"
221,Isaiah Jackson,Pacers,Forward,208,19.0,USA,2002-01-10,1,22,,,,,,,,2451120,"26 Years, 6 months, 2 days"
222,Josh Jackson,Raptors,Guard-Forward,203,20.0,USA,1997-02-10,5,4,,,,,,,,5005350,"25 Years, 2 months, 0 days"
223,Reggie Jackson,Clippers,Guard,188,20.0,USA,1990-04-16,11,24,67.0,1544.0,715.0,192.0,205.0,41.0,7.0,10384500,"27 Years, 2 months, 9 days"
224,Jaren Jackson Jr.,Grizzlies,Forward-Center,211,23.0,USA,1999-09-15,4,4,11.0,258.0,158.0,62.0,12.0,12.0,18.0,9180560,"22 Years, 3 months, 5 days"
225,LeBron James,Lakers,Forward,206,23.0,USA,1984-12-30,19,1,45.0,1504.0,1126.0,346.0,350.0,48.0,25.0,41180544,"19 Years, 11 months, 18 days"
226,Ty Jerome,Thunder,Guard-Forward,196,18.0,USA,1997-07-08,3,24,33.0,788.0,353.0,91.0,120.0,20.0,6.0,2412840,"27 Years, 2 months, 0 days"
227,Isaiah Joe,76ers,Guard,193,15.0,USA,1999-07-02,2,49,41.0,383.0,153.0,36.0,20.0,12.0,4.0,1517981,"27 Years, 6 months, 14 days"
228,Cameron Johnson,Suns,Forward,203,20.0,USA,1996-03-03,3,11,60.0,1437.0,573.0,199.0,86.0,37.0,16.0,4437000,"30 Years, 3 months, 25 days"
230,Jalen Johnson,Hawks,Forward,203,20.0,USA,2001-12-18,1,20,,,,,,,,2659560,"22 Years, 10 months, 30 days"
231,Keldon Johnson,Spurs,Forward-Guard,198,20.0,USA,1999-10-11,3,29,69.0,1968.0,881.0,412.0,121.0,40.0,24.0,2145720,"28 Years, 6 months, 17 days"
232,Keon Johnson,Trail Blazers,Guard,193,17.0,USA,2002-03-10,1,21,,,,,,,,2553120,"28 Years, 0 months, 30 days"
233,Stanley Johnson,Jazz,Forward-Guard,198,23.0,USA,1996-05-29,7,8,,,,,,,,888616,"29 Years, 11 months, 3 days"
234,Nikola Jokic,Nuggets,Center,211,27.0,Serbia,1995-02-19,7,41,72.0,2488.0,1898.0,780.0,599.0,95.0,48.0,30510423,"23 Years, 3 months, 1 days"
235,Damian Jones,Lakers,Center,211,23.0,USA,1995-06-30,6,30,8.0,112.0,43.0,26.0,1.0,1.0,7.0,1977011,"29 Years, 3 months, 8 days"
236,Herbert Jones,Pelicans,Forward,201,19.0,USA,1998-10-06,1,35,,,,,,,,1700000,"31 Years, 2 months, 26 days"
237,Kai Jones,Hornets,Center-Forward,208,20.0,Bahamas,2001-01-19,1,19,,,,,,,,2770560,"21 Years, 5 months, 18 days"
239,Tre Jones,Spurs,Guard,185,17.0,USA,2000-01-08,2,41,37.0,269.0,94.0,21.0,39.0,8.0,0.0,1517981,"22 Years, 7 months, 13 days"
240,Tyus Jones,Grizzlies,Guard,183,18.0,USA,1996-05-10,7,24,70.0,1223.0,442.0,140.0,259.0,64.0,6.0,7522200,"24 Years, 1 months, 27 days"
241,Derrick Jones Jr.,Bulls,Forward,198,20.0,USA,1997-02-15,6,Undrafted,,,,,,,,9720900,"26 Years, 7 months, 18 days"
242,DeAndre Jordan,Nuggets,Center,211,24.0,USA,1988-07-21,14,35,,,,,,,,10517224,"34 Years, 5 months, 23 days"
243,Cory Joseph,Pistons,Guard,190,19.0,Canada,1991-08-20,11,29,19.0,502.0,228.0,60.0,105.0,22.0,9.0,7310000,"34 Years, 5 months, 23 days"
244,Luke Kennard,Clippers,Guard,196,19.0,USA,1996-06-24,5,12,63.0,1232.0,520.0,161.0,104.0,23.0,9.0,12727273,"23 Years, 2 months, 22 days"
246,Corey Kispert,Wizards,Forward,198,21.0,USA,1999-03-03,1,15,,,,,,,,3383640,"36 Years, 5 months, 30 days"
247,Maxi Kleber,Mavericks,Forward,208,22.0,Germany,1992-01-29,5,Undrafted,50.0,1341.0,353.0,260.0,68.0,24.0,35.0,8750000,"27 Years, 4 months, 15 days"
249,Kevin Knox II,Pistons,Forward,201,20.0,USA,1999-08-11,4,9,,,,,,,,5845978,"21 Years, 3 months, 12 days"
250,John Konchar,Grizzlies,Guard,196,20.0,USA,1996-03-22,3,Undrafted,43.0,575.0,184.0,128.0,47.0,30.0,9.0,2197674,"25 Years, 11 months, 6 days"
251,Furkan Korkmaz,76ers,Guard-Forward,201,19.0,Turkey,1997-07-24,5,26,55.0,1062.0,501.0,113.0,82.0,49.0,9.0,4629630,"21 Years, 7 months, 21 days"
252,Luke Kornet,Celtics,Center-Forward,218,23.0,USA,1995-07-15,5,Undrafted,18.0,254.0,80.0,52.0,20.0,2.0,25.0,606702,"34 Years, 1 months, 9 days"
253,Vit Krejci,Thunder,Guard,203,18.0,Czech Republic,2000-06-19,1,37,,,,,,,,925258,"25 Years, 4 months, 2 days"
255,Jonathan Kuminga,Warriors,Forward,201,21.0,DRC,2002-10-06,1,7,,,,,,,,5466360,"26 Years, 11 months, 27 days"
256,Kyle Kuzma,Wizards,Forward,206,20.0,USA,1995-07-24,5,27,,,,,,,,13000000,"26 Years, 11 months, 27 days"
257,Zach LaVine,Bulls,Guard-Forward,196,19.0,USA,1995-03-10,8,13,58.0,2034.0,1591.0,289.0,282.0,46.0,27.0,19500000,"21 Years, 8 months, 18 days"
259,Jeremy Lamb,Kings,Guard-Forward,196,17.0,USA,1992-05-30,10,12,,,,,,,,10500000,"35 Years, 11 months, 10 days"
260,Jock Landale,Suns,Center,211,24.0,Australia,1995-10-25,1,Undrafted,,,,,,,,925258,"21 Years, 10 months, 20 days"
261,Romeo Langford,Spurs,Guard-Forward,196,20.0,USA,1999-10-25,3,14,,,,,,,,3804360,"22 Years, 0 months, 16 days"
262,Jake Layman,Celtics,Forward,203,20.0,USA,1994-03-07,6,47,,,,,,,,3940184,"31 Years, 0 months, 5 days"
263,Caris LeVert,Cavaliers,Guard,198,19.0,USA,1994-08-25,6,20,,,,,,,,17500000,"30 Years, 5 months, 30 days"
264,Damion Lee,Suns,Guard-Forward,196,20.0,USA,1992-10-21,5,Undrafted,,,,,,,,1910860,"21 Years, 11 months, 26 days"
265,Saben Lee,Pistons,Guard,188,17.0,USA,1999-06-23,2,38,48.0,781.0,267.0,97.0,174.0,32.0,13.0,1489065,"24 Years, 7 months, 24 days"
266,Alex Len,Kings,Center,213,23.0,Ukraine,1993-06-16,9,5,,,,,,,,3731707,"30 Years, 8 months, 21 days"
267,Kawhi Leonard,Clippers,Forward,201,21.0,USA,1991-06-29,10,15,52.0,1772.0,1292.0,337.0,269.0,81.0,21.0,39344900,"34 Years, 8 months, 5 days"
269,Kira Lewis Jr.,Pelicans,Guard,185,16.0,USA,2001-04-06,2,13,54.0,904.0,343.0,71.0,124.0,38.0,10.0,3822240,"26 Years, 5 months, 15 days"
270,Damian Lillard,Trail Blazers,Guard,188,18.0,USA,1990-07-15,10,6,67.0,2398.0,1928.0,283.0,505.0,62.0,17.0,39344900,"29 Years, 7 months, 13 days"
271,Nassir Little,Trail Blazers,Forward-Guard,196,20.0,USA,2000-02-11,3,25,48.0,640.0,220.0,128.0,23.0,5.0,13.0,2316240,"24 Years, 3 months, 27 days"
272,Isaiah Livers,Pistons,Forward,198,22.0,USA,1998-07-28,1,42,,,,,,,,1057260,"25 Years, 6 months, 2 days"
273,Kevon Looney,Warriors,Forward,206,21.0,USA,1996-02-06,7,30,61.0,1161.0,251.0,322.0,119.0,21.0,22.0,5178572,"31 Years, 1 months, 12 days"
274,Brook Lopez,Bucks,Center,213,26.0,USA,1988-04-01,14,10,70.0,1902.0,859.0,347.0,50.0,40.0,103.0,13302325,"34 Years, 1 months, 13 days"
275,Robin Lopez,Cavaliers,Center,213,26.0,USA,1988-04-01,14,15,,,,,,,,5000000,"37 Years, 7 months, 14 days"
276,Didi Louzada,Trail Blazers,Guard,196,18.0,Brazil,1999-07-02,3,35,,,,,,,,1786878,"25 Years, 11 months, 29 days"
277,Kevin Love,Cavaliers,Forward-Center,203,24.0,USA,1988-09-07,14,5,25.0,622.0,305.0,186.0,63.0,16.0,2.0,31300000,"24 Years, 0 months, 19 days"
278,Kyle Lowry,Heat,Guard,183,18.0,USA,1986-03-25,16,24,,,,,,,,26984128,"26 Years, 0 months, 17 days"
280,Timothe Luwawu-Cabarrot,Hawks,Guard-Forward,201,20.0,France,1995-05-09,6,24,,,,,,,,1939350,"24 Years, 7 months, 20 days"
281,Trey Lyles,Kings,Forward,206,22.0,Canada,1995-11-05,7,12,,,,,,,,2500000,"20 Years, 3 months, 24 days"
282,Theo Maledon,Thunder,Guard,193,16.0,France,2001-06-12,2,34,65.0,1778.0,658.0,211.0,227.0,56.0,11.0,2000000,"23 Years, 1 months, 14 days"
284,Terance Mann,Clippers,Guard-Forward,196,20.0,USA,1996-10-18,3,48,67.0,1263.0,472.0,242.0,104.0,29.0,13.0,1782621,"27 Years, 2 months, 28 days"
285,Tre Mann,Thunder,Guard,190,17.0,USA,2001-02-03,1,18,,,,,,,,2901240,"33 Years, 0 months, 22 days"
286,Boban Marjanovic,Rockets,Center,221,27.0,Serbia,1988-08-15,7,Undrafted,,,,,,,,3500000,"22 Years, 3 months, 6 days"
287,Lauri Markkanen,Jazz,Forward-Center,211,22.0,Finland,1997-05-22,5,7,,,,,,,,15690909,"26 Years, 0 months, 5 days"
288,Naji Marshall,Pelicans,Forward,201,20.0,USA,1998-01-24,2,Undrafted,32.0,700.0,246.0,148.0,88.0,26.0,10.0,1517981,"25 Years, 7 months, 1 days"
289,Caleb Martin,Heat,Forward,196,19.0,USA,1995-09-28,3,Undrafted,,,,,,,,527614,"31 Years, 2 months, 23 days"
290,Cody Martin,Hornets,Forward,198,19.0,USA,1995-09-28,3,36,52.0,849.0,207.0,161.0,86.0,37.0,12.0,1782621,"25 Years, 3 months, 14 days"
291,Kenyon Martin Jr.,Rockets,Forward,196,20.0,USA,2001-01-06,2,52,45.0,1068.0,419.0,242.0,48.0,30.0,41.0,1517981,"29 Years, 8 months, 23 days"
292,Garrison Mathews,Rockets,Guard,196,20.0,USA,1996-10-24,3,Undrafted,,,,,,,,1093598,"22 Years, 11 months, 8 days"
293,Wesley Matthews,Bucks,Guard,193,20.0,USA,1986-10-14,13,Undrafted,,,,,,,,1958501,"30 Years, 4 months, 5 days"
294,Tyrese Maxey,76ers,Guard,188,19.0,USA,2000-11-04,2,21,61.0,936.0,488.0,104.0,120.0,26.0,13.0,2602920,"29 Years, 3 months, 7 days"
296,Miles McBride,Knicks,Guard,185,18.0,USA,2000-09-08,1,36,,,,,,,,925258,"21 Years, 8 months, 15 days"
298,CJ McCollum,Pelicans,Guard,190,18.0,USA,1991-09-19,9,10,,,,,,,,30864198,"23 Years, 2 months, 15 days"
299,T.J. McConnell,Pacers,Guard,185,18.0,USA,1992-03-25,7,,69.0,1796.0,596.0,256.0,456.0,128.0,23.0,7500000,"24 Years, 1 months, 27 days"
300,Jaden McDaniels,Timberwolves,Forward,206,17.0,USA,2000-09-29,2,28,63.0,1511.0,427.0,232.0,71.0,35.0,60.0,2063280,"27 Years, 1 months, 21 days"
301,Jalen McDaniels,Hornets,Forward-Center,206,19.0,USA,1998-01-31,3,52,47.0,904.0,346.0,169.0,53.0,28.0,19.0,1782621,"28 Years, 1 months, 1 days"
302,Doug McDermott,Spurs,Forward,201,21.0,USA,1992-01-03,8,11,,,,,,,,13750000,"29 Years, 8 months, 10 days"
303,JaVale McGee,Mavericks,Center-Forward,213,25.0,USA,1988-01-19,14,18,,,,,,,,5000000,"24 Years, 0 months, 15 days"
304,Rodney McGruder,Pistons,Guard,193,19.0,USA,1991-07-29,6,Undrafted,16.0,194.0,91.0,22.0,16.0,8.0,1.0,1939350,"29 Years, 3 months, 19 days"
305,Jordan McLaughlin,Timberwolves,Guard,180,17.0,USA,1996-04-09,3,Undrafted,51.0,938.0,256.0,108.0,193.0,51.0,6.0,1669178,"24 Years, 1 months, 6 days"
306,Ben McLemore,Trail Blazers,Guard,190,18.0,USA,1993-02-11,9,7,,,,,,,,2389641,"24 Years, 0 months, 23 days"
307,De'Anthony Melton,76ers,Guard,188,19.0,USA,1998-05-28,4,46,,,,,,,,8437500,"21 Years, 9 months, 13 days"
308,Chimezie Metu,Kings,Forward-Center,206,21.0,USA,1997-03-22,4,49,36.0,488.0,226.0,112.0,28.0,14.0,18.0,1762796,"21 Years, 7 months, 29 days"
309,Khris Middleton,Bucks,Forward,201,21.0,USA,1991-08-12,10,39,68.0,2269.0,1385.0,406.0,370.0,74.0,9.0,35500000,"30 Years, 4 months, 20 days"
310,Patty Mills,Nets,Guard,183,17.0,Australia,1988-08-11,13,55,,,,,,,,5890000,"31 Years, 5 months, 5 days"
311,Paul Millsap,76ers,Forward,201,24.0,USA,1985-02-10,16,47,,,,,,,,2641691,"27 Years, 5 months, 16 days"
312,Shake Milton,76ers,Guard-Forward,196,19.0,USA,1996-09-26,4,54,63.0,1461.0,817.0,148.0,193.0,39.0,18.0,1846738,"26 Years, 9 months, 15 days"
313,Davion Mitchell,Kings,Guard,183,19.0,USA,1998-09-05,1,9,,,,,,,,4603320,"25 Years, 10 months, 20 days"
314,Donovan Mitchell,Cavaliers,Guard,185,20.0,USA,1996-09-07,5,13,,,,,,,,28103550,"37 Years, 4 months, 18 days"
315,Evan Mobley,Cavaliers,Center,211,20.0,USA,2001-06-18,1,3,,,,,,,,8075160,"28 Years, 1 months, 16 days"
316,Malik Monk,Kings,Guard,190,19.0,USA,1998-02-04,5,11,,,,,,,,1789256,"28 Years, 7 months, 2 days"
318,Moses Moody,Warriors,Guard,196,20.0,USA,2002-05-31,1,14,,,,,,,,3562080,"32 Years, 6 months, 19 days"
320,Ja Morant,Grizzlies,Guard,190,16.0,USA,1999-08-10,3,2,63.0,2053.0,1204.0,252.0,465.0,57.0,13.0,9603360,"20 Years, 8 months, 29 days"
322,Markieff Morris,Nets,Forward,206,23.0,USA,1989-09-02,11,13,,,,,,,,2641691,"22 Years, 4 months, 20 days"
323,Monte Morris,Wizards,Guard,188,17.0,USA,1995-06-27,5,51,,,,,,,,8333333,"24 Years, 2 months, 26 days"
324,Marcus Morris Sr.,Clippers,Forward,203,20.0,USA,1989-09-02,11,14,57.0,1502.0,765.0,234.0,58.0,34.0,15.0,15627907,"29 Years, 3 months, 21 days"
326,Trey Murphy III,Pelicans,Forward,203,19.0,USA,2000-06-18,1,17,,,,,,,,3053760,"27 Years, 1 months, 22 days"
327,Dejounte Murray,Hawks,Guard,193,17.0,USA,1996-09-19,5,29,,,,,,,,15428571,"31 Years, 2 months, 4 days"
328,Jamal Murray,Nuggets,Guard,190,20.0,Canada,1997-02-23,5,7,48.0,1704.0,1018.0,194.0,231.0,64.0,13.0,31590000,"29 Years, 3 months, 30 days"
329,Mike Muscala,Thunder,Forward-Center,208,22.0,USA,1991-07-01,9,44,35.0,645.0,339.0,132.0,28.0,8.0,11.0,3500000,"19 Years, 9 months, 0 days"
330,Svi Mykhailiuk,Raptors,Guard-Forward,201,19.0,Ukraine,1997-06-10,5,47,,,,,,,,1729217,"28 Years, 6 months, 2 days"
331,Larry Nance Jr.,Pelicans,Forward-Center,201,23.0,USA,1993-01-01,7,27,,,,,,,,10690909,"24 Years, 7 months, 27 days"
333,Aaron Nesmith,Pacers,Guard-Forward,196,20.0,USA,1999-10-16,2,14,,,,,,,,3631200,"27 Years, 9 months, 26 days"
334,Raul Neto,Cavaliers,Guard,188,17.0,Brazil,1992-05-19,7,47,,,,,,,,2089448,"24 Years, 3 months, 26 days"
335,Georges Niang,76ers,Forward,201,21.0,USA,1993-06-17,6,50,,,,,,,,3300000,"23 Years, 0 months, 23 days"
336,Daishen Nix,Rockets,Guard,193,21.0,USA,2002-02-13,1,Undrafted,,,,,,,,292466,"23 Years, 3 months, 10 days"
337,Zeke Nnaji,Nuggets,Forward-Center,206,22.0,USA,2001-01-09,2,22,42.0,397.0,136.0,65.0,10.0,8.0,4.0,2498760,"23 Years, 0 months, 29 days"
338,Nerlens Noel,Pistons,Center-Forward,211,20.0,USA,1994-04-10,8,6,,,,,,,,8800000,"24 Years, 9 months, 26 days"
339,Jaylen Nowell,Timberwolves,Guard,193,19.0,USA,1999-07-09,3,43,42.0,759.0,379.0,95.0,62.0,22.0,12.0,1782621,"29 Years, 0 months, 9 days"
340,Frank Ntilikina,Mavericks,Guard,193,19.0,France,1998-07-28,5,8,,,,,,,,1789256,"30 Years, 1 months, 23 days"
341,Kendrick Nunn,Lakers,Guard,188,18.0,USA,1995-08-03,2,Undrafted,,,,,,,,5000000,"28 Years, 5 months, 2 days"
342,Jusuf Nurkic,Trail Blazers,Center,211,27.0,Bosnia and Herzegovina,1994-08-23,8,16,37.0,880.0,424.0,332.0,125.0,38.0,39.0,12000000,"24 Years, 5 months, 23 days"
343,David Nwaba,Rockets,Guard-Forward,196,20.0,USA,1993-01-14,6,Undrafted,30.0,679.0,276.0,118.0,31.0,30.0,21.0,4650000,"21 Years, 10 months, 21 days"
344,Jordan Nwora,Bucks,Forward,203,21.0,USA,1998-09-09,2,45,30.0,274.0,171.0,60.0,7.0,17.0,8.0,1517981,"24 Years, 7 months, 21 days"
345,Royce O'Neale,Nets,Forward,196,21.0,USA,1993-06-05,5,Undrafted,,,,,,,,8678571,"36 Years, 7 months, 2 days"
346,Chuma Okeke,Magic,Forward,198,21.0,USA,1998-08-18,2,16,45.0,1133.0,349.0,181.0,101.0,48.0,22.0,3277080,"33 Years, 11 months, 20 days"
347,Josh Okogie,Suns,Guard,193,20.0,Nigeria,1998-09-01,4,20,,,,,,,,4087904,"31 Years, 7 months, 19 days"
348,Onyeka Okongwu,Hawks,Forward-Center,203,22.0,USA,2000-12-11,2,6,50.0,601.0,228.0,163.0,18.0,23.0,33.0,6104280,"28 Years, 6 months, 7 days"
349,Isaac Okoro,Cavaliers,Forward-Guard,196,21.0,USA,2001-01-26,2,5,67.0,2173.0,646.0,206.0,128.0,62.0,24.0,6720720,"31 Years, 11 months, 3 days"
350,Victor Oladipo,Heat,Guard,193,20.0,USA,1992-05-04,9,2,4.0,111.0,48.0,14.0,14.0,7.0,2.0,2389641,"26 Years, 7 months, 1 days"
351,Kelly Olynyk,Pistons,Forward-Center,211,22.0,Canada,1991-04-19,9,13,,,,,,,,12195122,"26 Years, 4 months, 21 days"
352,Cedi Osman,Cavaliers,Forward,201,21.0,Turkey,1995-04-08,5,31,59.0,1511.0,613.0,201.0,174.0,53.0,9.0,8050000,"28 Years, 5 months, 16 days"
353,Kelly Oubre Jr.,Hornets,Forward-Guard,198,19.0,USA,1995-12-09,7,15,,,,,,,,12000000,"30 Years, 10 months, 25 days"
354,Eric Paschall,Timberwolves,Forward,198,24.0,USA,1996-11-04,3,41,,,,,,,,1782621,"29 Years, 0 months, 9 days"
355,Chris Paul,Suns,Guard,183,16.0,USA,1985-05-06,17,4,70.0,2200.0,1149.0,312.0,622.0,99.0,19.0,30800000,"20 Years, 1 months, 30 days"
356,Cameron Payne,Suns,Guard,185,17.0,USA,1994-08-08,7,14,60.0,1079.0,505.0,144.0,217.0,36.0,16.0,6500000,"23 Years, 8 months, 20 days"
357,Elfrid Payton,Suns,Guard,190,18.0,USA,1994-02-22,8,10,,,,,,,,2239544,"25 Years, 6 months, 11 days"
358,Gary Payton II,Trail Blazers,Guard,190,18.0,USA,1992-12-01,6,Undrafted,,,,,,,,1939350,"20 Years, 10 months, 18 days"
361,Mason Plumlee,Hornets,Forward-Center,211,24.0,USA,1990-03-05,9,22,,,,,,,,8137500,"22 Years, 11 months, 9 days"
362,Jakob Poeltl,Spurs,Center,216,23.0,Austria,1995-10-15,6,9,69.0,1845.0,593.0,547.0,134.0,47.0,123.0,8750000,"23 Years, 3 months, 16 days"
363,Aleksej Pokusevski,Thunder,Forward,213,18.0,Serbia,2001-12-26,2,17,45.0,1090.0,367.0,212.0,97.0,20.0,42.0,3113160,"28 Years, 6 months, 18 days"
365,Jordan Poole,Warriors,Guard,193,18.0,USA,1999-06-19,3,28,51.0,988.0,612.0,92.0,99.0,26.0,9.0,2161440,"22 Years, 6 months, 8 days"
366,Kevin Porter Jr.,Rockets,Guard-Forward,193,19.0,USA,2000-05-04,3,30,26.0,836.0,431.0,99.0,164.0,19.0,8.0,2130240,"24 Years, 9 months, 3 days"
367,Michael Porter Jr.,Nuggets,Forward,208,20.0,USA,1998-06-29,3,14,61.0,1912.0,1162.0,445.0,70.0,40.0,54.0,5258735,"30 Years, 10 months, 14 days"
368,Otto Porter Jr.,Raptors,Forward,203,19.0,USA,1993-06-03,9,3,,,,,,,,2389641,"19 Years, 11 months, 30 days"
369,Bobby Portis,Bucks,Forward,208,23.0,USA,1995-02-10,7,22,66.0,1372.0,754.0,466.0,71.0,52.0,26.0,4347600,"32 Years, 0 months, 19 days"
370,Kristaps Porzingis,Wizards,Forward-Center,221,22.0,Latvia,1995-08-02,6,4,,,,,,,,31650600,"25 Years, 2 months, 15 days"
371,Dwight Powell,Mavericks,Forward-Center,208,22.0,Canada,1991-07-20,8,45,58.0,966.0,342.0,234.0,63.0,36.0,30.0,11000000,"21 Years, 4 months, 2 days"
373,Norman Powell,Clippers,Guard,190,20.0,USA,1993-05-25,7,46,,,,,,,,15517242,"21 Years, 3 months, 21 days"
374,Joshua Primo,Spurs,Guard,193,18.0,Canada,2002-12-24,1,12,,,,,,,,3946800,"26 Years, 10 months, 27 days"
375,Taurean Prince,Timberwolves,Forward,198,20.0,USA,1994-03-22,6,12,,,,,,,,15057692,"24 Years, 6 months, 21 days"
376,Payton Pritchard,Celtics,Guard,185,18.0,USA,1998-01-28,2,26,66.0,1268.0,510.0,158.0,120.0,37.0,9.0,2137440,"36 Years, 4 months, 16 days"
379,Immanuel Quickley,Knicks,Guard,190,18.0,USA,1999-06-17,2,25,64.0,1244.0,731.0,137.0,127.0,30.0,12.0,2210640,"20 Years, 11 months, 11 days"
380,Julius Randle,Knicks,Forward-Center,203,23.0,USA,1994-11-29,8,7,71.0,2667.0,1712.0,724.0,427.0,64.0,18.0,19800000,"28 Years, 1 months, 20 days"
381,Austin Reaves,Lakers,Guard,196,18.0,USA,1998-05-29,1,Undrafted,,,,,,,,925258,"32 Years, 7 months, 16 days"
382,Cam Reddish,Knicks,Forward-Guard,203,20.0,USA,1999-09-01,3,10,,,,,,,,4670160,"31 Years, 6 months, 11 days"
384,Paul Reed,76ers,Forward,206,20.0,USA,1999-06-14,2,58,26.0,177.0,88.0,61.0,12.0,10.0,13.0,1517981,"25 Years, 6 months, 20 days"
385,Naz Reid,Timberwolves,Center-Forward,206,24.0,USA,1999-08-26,3,Undrafted,70.0,1347.0,784.0,322.0,72.0,34.0,76.0,1782621,"24 Years, 6 months, 19 days"
386,Nick Richards,Hornets,Center,213,23.0,Jamaica,1997-11-29,2,42,18.0,63.0,15.0,11.0,2.0,0.0,0.0,1517981,"23 Years, 8 months, 12 days"
387,Josh Richardson,Spurs,Guard,196,19.0,USA,1993-09-15,7,40,,,,,,,,11600000,"20 Years, 11 months, 7 days"
388,Austin Rivers,Timberwolves,Guard,193,19.0,USA,1992-08-01,10,10,,,,,,,,2401537,"24 Years, 6 months, 20 days"
389,Duncan Robinson,Heat,Forward,201,20.0,USA,1994-04-22,4,Undrafted,72.0,2262.0,942.0,250.0,127.0,43.0,20.0,15560000,"29 Years, 5 months, 14 days"
390,Mitchell Robinson,Knicks,Center-Forward,213,22.0,USA,1998-04-01,4,36,31.0,853.0,256.0,252.0,17.0,35.0,45.0,1802057,"26 Years, 10 months, 9 days"
391,Jeremiah Robinson-Earl,Thunder,Forward,203,23.0,USA,2000-11-03,1,32,,,,,,,,2000000,"23 Years, 8 months, 6 days"
392,Isaiah Roby,Spurs,Forward,203,21.0,USA,1998-02-03,3,45,,,,,,,,1782621,"37 Years, 4 months, 19 days"
